Date,Open,High,Low,Close,Adj Close,Volume,Daily Change,Percent Change
1999-03-19,0.434896,0.450521,0.434896,0.4375,0.401824,10531200,0.002603999999999995,0.5987638423899035
1999-03-22,0.446615,0.447917,0.424479,0.424479,0.389864,3667200,-0.02213599999999999,-4.9563942097779945
1999-03-23,0.427083,0.427083,0.390625,0.398438,0.365947,16396800,-0.028644999999999976,-6.707127186050481
1999-03-24,0.395833,0.398438,0.380208,0.395833,0.363554,6086400,0.0,0.0
1999-03-25,0.394531,0.416667,0.393229,0.401042,0.368339,4032000,0.006510999999999989,1.650313917030598
1999-03-26,0.40625,0.4375,0.40625,0.436198,0.400628,8827200,0.029947999999999975,7.371815384615378
1999-03-29,0.449219,0.459635,0.441406,0.449219,0.412587,6595200,0.0,0.0
1999-03-30,0.450521,0.454427,0.408854,0.411458,0.377905,6950400,-0.039063000000000014,-8.670628006241666
1999-03-31,0.424479,0.445313,0.404948,0.440104,0.404215,15360000,0.015625,3.680983040385979
1999-04-01,0.440104,0.442708,0.419271,0.427083,0.392256,3043200,-0.013021000000000005,-2.9586188719030058
1999-04-05,0.421875,0.432292,0.411458,0.414063,0.380298,9864000,-0.007811999999999986,-1.85173333333333
1999-04-06,0.417969,0.419271,0.395833,0.403646,0.37073,6969600,-0.014322999999999975,-3.426809165273017
1999-04-07,0.40625,0.440104,0.403646,0.4375,0.401824,8928000,0.03125,7.6923076923076925
1999-04-08,0.440104,0.458333,0.434896,0.445313,0.409,13012800,0.005209000000000019,1.1835838801737815
1999-04-09,0.447917,0.447917,0.434896,0.4375,0.401824,4862400,-0.01041700000000001,-2.3256540832341726
1999-04-12,0.432292,0.432292,0.411458,0.419271,0.385081,3331200,-0.013021000000000005,-3.0120844244168303
1999-04-13,0.427083,0.427083,0.395833,0.402344,0.369534,3614400,-0.02473900000000001,-5.792550862478724
1999-04-14,0.401042,0.410156,0.390625,0.390625,0.358771,4828800,-0.01041700000000001,-2.597483555338346
1999-04-15,0.401042,0.401042,0.390625,0.401042,0.368339,3585600,0.0,0.0
1999-04-16,0.398438,0.420573,0.398438,0.414063,0.380298,3892800,0.015625,3.9215637062729956
1999-04-19,0.419271,0.419271,0.390625,0.395833,0.363554,3129600,-0.023438000000000014,-5.590179144276617
1999-04-20,0.395833,0.411458,0.384115,0.388021,0.356379,6768000,-0.007811999999999986,-1.973559556681728
1999-04-21,0.388021,0.395833,0.385417,0.394531,0.362359,3748800,0.006510000000000016,1.6777442458011333
1999-04-22,0.395833,0.395833,0.373698,0.377604,0.346812,22718400,-0.018228999999999995,-4.60522493071573
1999-04-23,0.376302,0.377604,0.356771,0.359375,0.330069,12604800,-0.016927000000000025,-4.49824874701703
1999-04-26,0.359375,0.364583,0.333333,0.341146,0.313327,12350400,-0.018228999999999995,-5.072417391304347
1999-04-27,0.348958,0.380208,0.34375,0.377604,0.346812,22694400,0.028646000000000005,8.209010826517806
1999-04-28,0.380208,0.380208,0.363281,0.375,0.34442,12009600,-0.00520799999999999,-1.369776543365734
1999-04-29,0.376302,0.377604,0.367188,0.375,0.34442,4814400,-0.0013020000000000254,-0.34599869253950954
1999-04-30,0.378906,0.395833,0.376302,0.380208,0.349204,9931200,0.0013019999999999698,0.34362084527560127
1999-05-03,0.384115,0.384115,0.372396,0.382813,0.351596,3384000,-0.0013019999999999698,-0.3389609882456998
1999-05-04,0.382813,0.382813,0.354167,0.361979,0.332461,9604800,-0.02083400000000002,-5.442343912040609
1999-05-05,0.364583,0.369792,0.34375,0.369792,0.339637,14457600,0.005209000000000019,1.428755592005118
1999-05-06,0.367188,0.375,0.351563,0.36263,0.333059,3561600,-0.0045580000000000065,-1.2413259692582563
1999-05-07,0.351563,0.367188,0.351563,0.364583,0.334853,2500800,0.013019999999999976,3.7034613995215584
1999-05-10,0.361979,0.372396,0.361979,0.364583,0.334853,1968000,0.002603999999999995,0.7193787484909332
1999-05-11,0.380208,0.395833,0.372396,0.384115,0.352792,17174400,0.003906999999999994,1.0275954214535186
1999-05-12,0.388021,0.397135,0.382813,0.395833,0.363554,16848000,0.007811999999999986,2.0132930949613512
1999-05-13,0.395833,0.40625,0.394531,0.395833,0.363554,6993600,0.0,0.0
1999-05-14,0.395833,0.395833,0.369792,0.375,0.34442,2846400,-0.02083299999999999,-5.263078116276306
1999-05-17,0.369792,0.393229,0.36849,0.393229,0.361163,3576000,0.023436999999999986,6.337887244721354
1999-05-18,0.397135,0.416667,0.385417,0.411458,0.377905,15153600,0.014322999999999975,3.606582144610768
1999-05-19,0.429688,0.445313,0.386719,0.393229,0.361163,45172800,-0.03645900000000002,-8.484993762916353
1999-05-20,0.395833,0.395833,0.347656,0.361979,0.332461,17817600,-0.033853999999999995,-8.552596675870884
1999-05-21,0.356771,0.356771,0.34375,0.354167,0.325286,30350400,-0.002603999999999995,-0.729879951004985
1999-05-24,0.356771,0.364583,0.347656,0.352865,0.32409,16262400,-0.0039060000000000206,-1.0948199265074854
1999-05-25,0.354167,0.359375,0.351563,0.355469,0.326482,13008000,0.0013019999999999698,0.3676231834134659
1999-05-26,0.354167,0.372396,0.354167,0.354167,0.325286,10473600,0.0,0.0
1999-05-27,0.356771,0.356771,0.351563,0.351563,0.322894,8232000,-0.00520799999999999,-1.45975990200997
1999-05-28,0.356771,0.356771,0.351563,0.355469,0.326482,8865600,-0.0013020000000000254,-0.3649399755025003
1999-06-01,0.354167,0.356771,0.348958,0.356771,0.327678,9854400,0.002603999999999995,0.7352463668269474
1999-06-02,0.356771,0.356771,0.34375,0.34375,0.315719,13012800,-0.013021000000000005,-3.649680046864797
1999-06-03,0.352865,0.355469,0.348958,0.352865,0.32409,4156800,0.0,0.0
1999-06-04,0.355469,0.356771,0.352865,0.355469,0.326482,7891200,0.0,0.0
1999-06-07,0.357422,0.364583,0.356771,0.359375,0.330069,12513600,0.0019529999999999825,0.5464129236588633
1999-06-08,0.360677,0.375,0.359375,0.36849,0.338441,15331200,0.007812999999999959,2.166204110603104
1999-06-09,0.369792,0.382813,0.369792,0.375,0.34442,9518400,0.00520799999999999,1.4083592938733098
1999-06-10,0.375,0.377604,0.372396,0.376302,0.345616,3609600,0.0013020000000000254,0.3472000000000067
1999-06-11,0.376302,0.377604,0.355469,0.36849,0.338441,6100800,-0.007812000000000041,-2.075992155237028
1999-06-14,0.369141,0.369792,0.351563,0.354167,0.325286,5164800,-0.014973999999999987,-4.056444556416109
1999-06-15,0.354167,0.356771,0.348958,0.354167,0.325286,4929600,0.0,0.0
1999-06-16,0.359375,0.375,0.354167,0.364583,0.334853,6441600,0.00520799999999999,1.4491826086956494
1999-06-17,0.361979,0.367188,0.354167,0.354167,0.325286,7492800,-0.007811999999999986,-2.1581362454727997
1999-06-18,0.356771,0.356771,0.341146,0.341146,0.313327,15873600,-0.015625,-4.379559997869782
1999-06-21,0.351563,0.359375,0.342122,0.359375,0.330069,8347200,0.007811999999999986,2.2220768397129347
1999-06-22,0.359375,0.359375,0.345052,0.352865,0.32409,19305600,-0.006510000000000016,-1.8114782608695696
1999-06-23,0.348958,0.359375,0.345052,0.359375,0.330069,21091200,0.01041700000000001,2.985173000762272
1999-06-24,0.361979,0.361979,0.348958,0.351563,0.322894,11520000,-0.01041599999999998,-2.877514993963733
1999-06-25,0.348958,0.360677,0.348958,0.356771,0.327678,7353600,0.007813000000000014,2.238951392431185
1999-06-28,0.36849,0.36849,0.354167,0.361979,0.332461,10915200,-0.006510999999999989,-1.7669407582295282
1999-06-29,0.367188,0.371094,0.361979,0.365885,0.336049,9268800,-0.0013029999999999986,-0.3548590912557051
1999-06-30,0.377604,0.398438,0.369792,0.398438,0.365947,26923200,0.02083400000000002,5.517420366309684
1999-07-01,0.398438,0.398438,0.356771,0.377604,0.346812,8899200,-0.02083400000000002,-5.228918928415467
1999-07-02,0.382813,0.404948,0.375,0.404948,0.371926,22488000,0.02213499999999996,5.782196529375951
1999-07-06,0.408854,0.408854,0.401042,0.40625,0.373122,19809600,-0.002603999999999995,-0.6369021704569345
1999-07-07,0.408854,0.408854,0.398438,0.398438,0.365947,6312000,-0.01041599999999998,-2.547608681827738
1999-07-08,0.401042,0.414063,0.388021,0.407552,0.374318,18604800,0.006510000000000016,1.6232713780601573
1999-07-09,0.40625,0.445313,0.40625,0.442057,0.406009,21172800,0.03580699999999998,8.814030769230765
1999-07-12,0.46875,0.481771,0.450521,0.46224,0.424546,40104000,-0.006510000000000016,-1.3888000000000034
1999-07-13,0.467448,0.470052,0.442708,0.463542,0.425742,13886400,-0.003905999999999965,-0.8356009652410462
1999-07-14,0.463542,0.473958,0.442708,0.445313,0.409,13795200,-0.018228999999999995,-3.9325454867088627
1999-07-15,0.449219,0.463542,0.447917,0.447917,0.411391,13704000,-0.0013019999999999698,-0.2898363604388884
1999-07-16,0.455729,0.460938,0.447917,0.457031,0.419762,10387200,0.0013020000000000254,0.28569610448315236
1999-07-19,0.458333,0.459635,0.442708,0.445313,0.409,4363200,-0.013019999999999976,-2.840729338712241
1999-07-20,0.445313,0.445313,0.421875,0.4375,0.401824,17875200,-0.007813000000000014,-1.7544962756533076
1999-07-21,0.432292,0.432292,0.411458,0.424479,0.389864,11208000,-0.007813000000000014,-1.8073431846992345
1999-07-22,0.421875,0.421875,0.401042,0.404948,0.371926,21326400,-0.016927000000000025,-4.012325925925932
1999-07-23,0.403646,0.416667,0.403646,0.404948,0.371926,8025600,0.0013019999999999698,0.322559866813983
1999-07-26,0.415365,0.415365,0.40625,0.40625,0.373122,6052800,-0.009114999999999984,-2.1944554789161304
1999-07-27,0.40625,0.408854,0.401042,0.407552,0.374318,9859200,0.0013020000000000254,0.32049230769231396
1999-07-28,0.40625,0.419271,0.404948,0.414063,0.380298,24422400,0.007813000000000014,1.9232000000000034
1999-07-29,0.40625,0.419271,0.403646,0.417969,0.383885,38880000,0.01171899999999998,2.884676923076918
1999-07-30,0.417969,0.429688,0.416667,0.419271,0.385081,45230400,0.0013020000000000254,0.3115063557345223
1999-08-02,0.419271,0.424479,0.416667,0.423177,0.388669,31334400,0.0039060000000000206,0.9316170209721207
1999-08-03,0.423177,0.423177,0.408854,0.41276,0.379101,25521600,-0.01041700000000001,-2.4616177155185675
1999-08-04,0.415365,0.416667,0.411458,0.41276,0.379101,8995200,-0.0026049999999999685,-0.6271592454828809
1999-08-05,0.41276,0.419271,0.40625,0.419271,0.385081,24057600,0.006510999999999989,1.5774299835255325
1999-08-06,0.417969,0.420573,0.416667,0.419271,0.385081,18398400,0.0013020000000000254,0.3115063557345223
1999-08-09,0.420573,0.424479,0.416667,0.419271,0.385081,3105600,-0.0013019999999999698,-0.30957764763785833
1999-08-10,0.421875,0.445313,0.419271,0.427083,0.392256,21206400,0.00520799999999999,1.2344888888888865
1999-08-11,0.434896,0.460938,0.429688,0.455729,0.418566,19771200,0.02083299999999999,4.790340679150875
1999-08-12,0.458333,0.489583,0.455729,0.477865,0.438897,23961600,0.019531999999999994,4.261530372022087
1999-08-13,0.473958,0.483073,0.46875,0.472656,0.434113,8467200,-0.0013019999999999698,-0.27470788550883624
1999-08-16,0.476563,0.476563,0.438802,0.454427,0.41737,22344000,-0.02213599999999999,-4.64492627417571
1999-08-17,0.455729,0.463542,0.44401,0.455729,0.418566,19353600,0.0,0.0
1999-08-18,0.450521,0.471354,0.441406,0.466146,0.428134,27988800,0.015625,3.468206809449504
1999-08-19,0.498698,0.591146,0.481771,0.565104,0.519022,196699200,0.06640600000000008,13.315874537295134
1999-08-20,0.566406,0.570313,0.539063,0.559896,0.514239,35308800,-0.006510000000000016,-1.1493522314382292
1999-08-23,0.552083,0.552083,0.507813,0.526042,0.483145,50798400,-0.02604099999999998,-4.7168632252759055
1999-08-24,0.518229,0.528646,0.492188,0.523438,0.480754,39806400,0.005208999999999908,1.005154092109841
1999-08-25,0.52474,0.529948,0.5,0.520833,0.478361,35035200,-0.003906999999999994,-0.7445592102755639
1999-08-26,0.520833,0.528646,0.505208,0.513021,0.471186,27537600,-0.007812000000000041,-1.4999049599391823
1999-08-27,0.523438,0.5625,0.520833,0.541667,0.497496,55238400,0.01822900000000005,3.4825518972638694
1999-08-30,0.550781,0.561198,0.516927,0.539714,0.495702,15864000,-0.011066999999999938,-2.0093285716101206
1999-08-31,0.541667,0.588542,0.53125,0.585938,0.538157,78686400,0.04427099999999995,8.173102662706045
1999-09-01,0.585938,0.585938,0.549479,0.558594,0.513043,56534400,-0.027343999999999924,-4.666705351078088
1999-09-02,0.540365,0.554688,0.528646,0.552083,0.507063,34108800,0.011718000000000006,2.168534231491678
1999-09-03,0.5625,0.570313,0.552083,0.55599,0.510651,25886400,-0.006510000000000016,-1.157333333333336
1999-09-07,0.565104,0.565104,0.550781,0.553385,0.508259,12441600,-0.011719000000000035,-2.0737775701463863
1999-09-08,0.554688,0.558594,0.552083,0.552083,0.507063,17006400,-0.0026049999999999685,-0.4696333794853988
1999-09-09,0.557292,0.561198,0.533854,0.544271,0.499888,20947200,-0.01302100000000006,-2.3364771071538906
1999-09-10,0.553385,0.559896,0.549479,0.552083,0.507063,16742400,-0.0013020000000000254,-0.2352792359749587
1999-09-13,0.554688,0.554688,0.528646,0.533854,0.49032,17443200,-0.020833999999999908,-3.755985346717418
1999-09-14,0.533854,0.533854,0.515625,0.518229,0.475969,25036800,-0.015625,-2.9268301820347884
1999-09-15,0.511719,0.528646,0.507813,0.522135,0.479557,21273600,0.01041599999999998,2.0354921353320825
1999-09-16,0.515625,0.520833,0.502604,0.509115,0.467599,15811200,-0.006510000000000016,-1.2625454545454577
1999-09-17,0.505859,0.510417,0.489583,0.507813,0.466403,17164800,0.0019540000000000113,0.3862736454229363
1999-09-20,0.498698,0.505208,0.489583,0.489583,0.449659,22910400,-0.009114999999999984,-1.827759485700762
1999-09-21,0.479167,0.481771,0.436198,0.442708,0.406607,73732800,-0.03645900000000002,-7.608829489509924
1999-09-22,0.442708,0.455729,0.416667,0.453125,0.416174,37598400,0.01041700000000001,2.353018242272561
1999-09-23,0.454427,0.455729,0.411458,0.415365,0.381494,37958400,-0.03906200000000004,-8.595880086350512
1999-09-24,0.416667,0.427083,0.348958,0.377604,0.346812,68491200,-0.039063000000000014,-9.375112499910003
1999-09-27,0.402344,0.408854,0.377604,0.401042,0.368339,43200000,-0.0013019999999999698,-0.3236036824210054
1999-09-28,0.401693,0.442708,0.401042,0.4375,0.401824,41318400,0.03580699999999998,8.914021404405846
1999-09-29,0.446615,0.463542,0.395833,0.402344,0.369534,59404800,-0.044271000000000005,-9.912564513059348
1999-09-30,0.416667,0.429688,0.395833,0.401042,0.368339,34252800,-0.015625,-3.7499970000024003
1999-10-01,0.394531,0.408854,0.377604,0.398438,0.365947,34776000,0.003906999999999994,0.9902897364212175
1999-10-04,0.411458,0.41276,0.401042,0.40625,0.373122,17760000,-0.00520799999999999,-1.265742797563783
1999-10-05,0.40625,0.447917,0.40625,0.445313,0.409,47808000,0.039063000000000014,9.615507692307695
1999-10-06,0.446615,0.520833,0.442708,0.498698,0.458031,150873600,0.05208299999999999,11.66172206486571
1999-10-07,0.519531,0.519531,0.463542,0.466146,0.428134,48729600,-0.05338499999999996,-10.27561396721273
1999-10-08,0.466146,0.503906,0.447917,0.489583,0.449659,39892800,0.023436999999999986,5.027823900666312
1999-10-11,0.49349,0.494792,0.463542,0.476563,0.437701,54446400,-0.01692699999999997,-3.430059373036935
1999-10-12,0.479167,0.484375,0.46875,0.470052,0.431721,32299200,-0.009114999999999984,-1.9022595462542253
1999-10-13,0.464844,0.464844,0.447917,0.457031,0.419762,28036800,-0.007812999999999959,-1.6807789279844332
1999-10-14,0.458333,0.458333,0.442708,0.447917,0.411391,19233600,-0.01041599999999998,-2.272583470969793
1999-10-15,0.425781,0.447917,0.424479,0.445313,0.409,21072000,0.019531999999999994,4.587334803572727
1999-10-18,0.446615,0.446615,0.419271,0.421875,0.387473,21518400,-0.024739999999999984,-5.539446727046782
1999-10-19,0.434896,0.434896,0.397135,0.404948,0.371926,30892800,-0.02994800000000003,-6.886244067547191
1999-10-20,0.411458,0.424479,0.404948,0.419271,0.385081,34872000,0.007813000000000014,1.898857234517257
1999-10-21,0.417969,0.438802,0.40625,0.438802,0.403019,38212800,0.020833000000000046,4.984340943945615
1999-10-22,0.4375,0.46224,0.4375,0.449219,0.412587,28675200,0.01171899999999998,2.678628571428567
1999-10-25,0.446615,0.453125,0.427083,0.427083,0.392256,21384000,-0.019531999999999994,-4.373341692509207
1999-10-26,0.445313,0.484375,0.442708,0.46875,0.430525,48124800,0.023436999999999986,5.26303970465717
1999-10-27,0.471354,0.473958,0.440104,0.447917,0.411391,21412800,-0.023436999999999986,-4.972271371410868
1999-10-28,0.450521,0.458333,0.424479,0.427083,0.392256,22276800,-0.023438000000000014,-5.202421196792162
1999-10-29,0.432292,0.46875,0.429688,0.460938,0.42335,33052800,0.028646000000000005,6.626539468692459
1999-11-01,0.453125,0.507813,0.453125,0.489583,0.449659,78254400,0.03645799999999999,8.04590344827586
1999-11-02,0.498698,0.523438,0.494792,0.520833,0.478361,83750400,0.022135000000000016,4.438558005045141
1999-11-03,0.541667,0.585938,0.53776,0.571615,0.525002,201168000,0.029947999999999975,5.528858136087296
1999-11-04,0.578125,0.623698,0.578125,0.608073,0.558487,126033600,0.029947999999999975,5.18019459459459
1999-11-05,0.625,0.630208,0.559896,0.588542,0.540549,61636800,-0.03645799999999999,-5.8332799999999985
1999-11-08,0.570313,0.622396,0.552083,0.605469,0.556095,47001600,0.035156000000000076,6.164334321679513
1999-11-09,0.604167,0.606771,0.572917,0.596354,0.547724,27235200,-0.007812999999999959,-1.2931854934148934
1999-11-10,0.598307,0.598958,0.579427,0.591146,0.54294,14404800,-0.007161000000000084,-1.1968771884668046
1999-11-11,0.591146,0.664063,0.578125,0.632813,0.58121,56270400,0.04166700000000001,7.048512550199107
1999-11-12,0.660156,0.666667,0.622396,0.666667,0.612303,50150400,0.0065110000000000445,0.9862820303079947
1999-11-15,0.671224,0.691406,0.643229,0.653646,0.600344,36220800,-0.017578000000000094,-2.61879789757221
1999-11-16,0.669271,0.729167,0.666667,0.716146,0.657747,72379200,0.046875,7.003889306424453
1999-11-17,0.729167,0.78125,0.71875,0.74349,0.682861,78638400,0.014322999999999975,1.9642962448931416
1999-11-18,0.759115,0.765625,0.739583,0.746094,0.685253,23596800,-0.01302099999999995,-1.7152868801169716
1999-11-19,0.835938,0.924479,0.833333,0.893229,0.82039,216518400,0.05729100000000009,6.853498704449384
1999-11-22,0.916016,0.916667,0.838542,0.891927,0.819194,54019200,-0.024089000000000027,-2.6297575588199362
1999-11-23,0.800781,0.83724,0.791667,0.828125,0.760595,55324800,0.027344000000000035,3.4146664318958666
1999-11-24,0.824219,0.833333,0.740885,0.802083,0.736676,40684800,-0.022136000000000045,-2.6856939721117863
1999-11-26,0.794271,0.802083,0.770833,0.796875,0.731893,7176000,0.0026040000000000507,0.32784780005817293
1999-11-29,0.794271,0.804688,0.75,0.768229,0.705583,29860800,-0.0260419999999999,-3.2787298038075043
1999-11-30,0.770833,0.783854,0.721354,0.721354,0.662531,31468800,-0.04947899999999994,-6.418900073037862
1999-12-01,0.721354,0.768229,0.721354,0.757813,0.696016,22353600,0.03645899999999991,5.054245211089134
1999-12-02,0.760417,0.824219,0.760417,0.813802,0.74744,30988800,0.053385000000000016,7.0204900732098325
1999-12-03,0.821615,0.835938,0.783854,0.794271,0.729501,34276800,-0.027344000000000035,-3.328079453271914
1999-12-06,0.796875,0.820313,0.796875,0.816406,0.749831,17860800,0.019530999999999965,2.450949019607839
1999-12-07,0.822917,0.824219,0.757813,0.789063,0.724718,18638400,-0.03385400000000005,-4.113902131077624
1999-12-08,0.786458,0.832031,0.783854,0.824219,0.757007,20169600,0.037761000000000045,4.801400710527459
1999-12-09,0.822917,0.84375,0.770833,0.799479,0.734285,21494400,-0.02343799999999996,-2.8481608716310345
1999-12-10,0.813802,0.817708,0.776042,0.790365,0.725914,9830400,-0.02343700000000004,-2.8799388549057436
1999-12-13,0.78125,0.808594,0.770833,0.78776,0.723521,18384000,0.006510000000000016,0.833280000000002
1999-12-14,0.789063,0.808594,0.766927,0.77474,0.711563,27388800,-0.014322999999999975,-1.815190928987923
1999-12-15,0.769531,0.773438,0.731771,0.75,0.688841,20596800,-0.019530999999999965,-2.5380394032209184
1999-12-16,0.753906,0.765625,0.742188,0.744792,0.684057,13257600,-0.009113999999999955,-1.2089040278230914
1999-12-17,0.765625,0.795573,0.761719,0.783854,0.719934,26208000,0.01822900000000005,2.3809306122449048
1999-12-20,0.785156,0.864258,0.757813,0.848958,0.779729,40243200,0.06380200000000003,8.126028458038915
1999-12-21,0.848958,0.886719,0.817708,0.885417,0.813215,38836800,0.03645900000000002,4.29455874142184
1999-12-22,0.888021,0.916667,0.854167,0.90625,0.832349,25118400,0.01822900000000005,2.052766770155216
1999-12-23,0.907552,0.96875,0.903646,0.966146,0.887361,28022400,0.058593999999999924,6.456269172455123
1999-12-27,0.986979,0.988281,0.919271,0.929688,0.853876,20241600,-0.05729100000000009,-5.804682774405544
1999-12-28,0.929688,0.963542,0.924479,0.927083,0.851483,17918400,-0.0026049999999999685,-0.2802015299756444
1999-12-29,0.92513,0.96875,0.924479,0.958333,0.880185,13214400,0.03320299999999998,3.5890091122328736
1999-12-30,0.958333,0.972656,0.942708,0.966146,0.887361,13977600,0.007812999999999959,0.8152698487895084
1999-12-31,0.964193,0.979167,0.960938,0.977865,0.898124,12734400,0.013672000000000017,1.4179733725509331
2000-01-03,0.984375,0.992188,0.919271,0.97526,0.895731,30091200,-0.009114999999999984,-0.9259682539682524
2000-01-04,0.958333,0.960938,0.901042,0.949219,0.871814,30048000,-0.009113999999999955,-0.9510264177483145
2000-01-05,0.921875,0.9375,0.904948,0.917969,0.843112,18835200,-0.003905999999999965,-0.42370169491525045
2000-01-06,0.917969,0.917969,0.822917,0.858073,0.7881,12048000,-0.05989600000000006,-6.524839074086386
2000-01-07,0.854167,0.88151,0.841146,0.872396,0.801256,7118400,0.01822899999999994,2.1341259964386285
2000-01-10,0.875,0.9375,0.859375,0.901042,0.827565,23985600,0.02604200000000001,2.9762285714285723
2000-01-11,0.895833,0.90625,0.864583,0.864583,0.79408,14812800,-0.03125,-3.4883733910226575
2000-01-12,0.864583,0.865885,0.830729,0.842448,0.77375,12355200,-0.022135000000000016,-2.560193758146993
2000-01-13,0.841146,0.885417,0.830729,0.877604,0.806039,13219200,0.0364580000000001,4.33432483778085
2000-01-14,0.890625,0.951823,0.888021,0.915365,0.840721,60456000,0.024739999999999984,2.777824561403507
2000-01-18,0.927083,0.958333,0.885417,0.954427,0.876597,26164800,0.027344000000000035,2.9494662290215694
2000-01-19,0.958333,0.958333,0.9375,0.945313,0.868226,16468800,-0.013020000000000032,-1.358609168211888
2000-01-20,0.953125,1.005208,0.934896,0.942708,0.865834,17956800,-0.01041700000000001,-1.0929311475409846
2000-01-21,0.940104,0.94401,0.908854,0.932292,0.856267,54427200,-0.007812000000000041,-0.8309718924714755
2000-01-24,0.96224,0.96224,0.885417,0.890625,0.817998,25694400,-0.07161499999999998,-7.4425299301629515
2000-01-25,0.894531,0.903646,0.854167,0.882813,0.810823,23712000,-0.011718000000000006,-1.3099601914299233
2000-01-26,0.882813,0.90625,0.830729,0.846354,0.777337,23246400,-0.03645899999999991,-4.129866687509122
2000-01-27,0.852865,0.852865,0.770833,0.802083,0.736676,45820800,-0.050781999999999994,-5.954283503250807
